Date,Open,High,Low,Close,Adj Close,Volume
2015-02-21,0.013070,0.014100,0.013070,0.013070,0.013070,0
2015-02-22,0.013070,0.014030,0.013070,0.013070,0.013070,0
2015-02-23,0.013070,0.014030,0.013070,0.014030,0.014030,0
2015-02-24,0.014030,0.014030,0.013070,0.013430,0.013430,0
2015-02-25,0.013430,0.014000,0.013070,0.014000,0.014000,0
2015-02-26,0.014000,0.014000,0.011600,0.013000,0.013000,0
2015-02-27,0.013000,0.013980,0.011600,0.012060,0.012060,0
2015-02-28,0.012060,0.013200,0.011600,0.011780,0.011780,0
2015-03-01,0.011780,0.013480,0.011000,0.011010,0.011010,0
2015-03-02,0.011010,0.012080,0.006611,0.006611,0.006611,0
2015-03-03,0.006611,0.012050,0.006611,0.008505,0.008505,503
2015-03-04,0.008505,0.012000,0.008426,0.012000,0.012000,3
2015-03-05,0.012000,0.012000,0.009331,0.012000,0.012000,51
2015-03-06,0.012000,0.012000,0.009231,0.010400,0.010400,0
2015-03-07,0.010400,0.012000,0.010300,0.010300,0.010300,0
2015-03-08,0.010300,0.011030,0.009763,0.009777,0.009777,0
2015-03-09,0.009819,0.010980,0.009804,0.009806,0.009806,0
2015-03-10,0.009806,0.010970,0.008827,0.009536,0.009536,0
2015-03-11,0.009536,0.010930,0.007700,0.007700,0.007700,2
2015-03-12,0.007700,0.010880,0.007700,0.010820,0.010820,0
2015-03-13,0.010820,0.010820,0.008203,0.010710,0.010710,0
2015-03-14,0.010710,0.011970,0.010150,0.011120,0.011120,122
2015-03-15,0.011120,0.011670,0.010160,0.010600,0.010600,0
2015-03-16,0.010600,0.011180,0.010160,0.010540,0.010540,0
2015-03-17,0.010540,0.011180,0.010530,0.010530,0.010530,0
2015-03-18,0.010530,0.014960,0.010160,0.010240,0.010240,0
2015-03-19,0.010240,0.010980,0.007900,0.010930,0.010930,0
2015-03-20,0.010930,0.010930,0.007500,0.007515,0.007515,0
2015-03-21,0.007515,0.010190,0.007500,0.010110,0.010110,0
2015-03-22,0.010110,0.010200,0.009400,0.010040,0.010040,0
2015-03-23,0.010040,0.010200,0.009728,0.009728,0.009728,0
2015-03-24,0.009728,0.009949,0.009001,0.009942,0.009942,0
2015-03-25,0.009942,0.009942,0.008002,0.009200,0.009200,0
2015-03-26,0.009200,0.009296,0.008500,0.008500,0.008500,0
2015-03-27,0.008500,0.008799,0.008500,0.008750,0.008750,0
2015-03-28,0.008750,0.008950,0.008650,0.008950,0.008950,0
2015-03-29,0.008950,0.008950,0.008300,0.008350,0.008350,0
2015-03-29,0.008102,0.008497,0.008102,0.008199,0.008199,0
2015-03-30,0.008199,0.008500,0.007500,0.007738,0.007738,0
2015-03-31,0.007738,0.007984,0.007509,0.007900,0.007900,0
2015-04-01,0.007900,0.008499,0.007609,0.007850,0.007850,0
2015-04-02,0.007850,0.009278,0.007850,0.008925,0.008925,0
2015-04-03,0.008925,0.009938,0.008460,0.009368,0.009368,0
2015-04-04,0.009368,0.009460,0.008700,0.008839,0.008839,0
2015-04-05,0.008839,0.009359,0.008453,0.008783,0.008783,0
2015-04-06,0.008783,0.009359,0.008716,0.009100,0.009100,0
2015-04-07,0.009100,0.009371,0.008786,0.009180,0.009180,0
2015-04-08,0.009180,0.009800,0.007935,0.009195,0.009195,0
2015-04-09,0.009195,0.009199,0.008923,0.009180,0.009180,0
2015-04-10,0.009180,0.009180,0.008000,0.008000,0.008000,0
2015-04-11,0.008000,0.009137,0.008000,0.008000,0.008000,0
2015-04-12,0.008000,0.008400,0.008000,0.008271,0.008271,0
2015-04-13,0.008271,0.008271,0.008271,0.008271,0.008271,0
2015-04-14,0.008271,0.008271,0.008271,0.008271,0.008271,0
2015-04-15,0.008271,0.008271,0.008271,0.008271,0.008271,0
2015-04-16,0.008271,0.008271,0.008271,0.008271,0.008271,0
2015-04-17,0.008271,0.008271,0.008271,0.008271,0.008271,0
2015-04-18,0.008271,0.008271,0.008271,0.008271,0.008271,0
2015-04-19,0.011500,0.011500,0.003565,0.003565,0.003565,1
2015-04-20,0.003565,0.003565,0.003565,0.003565,0.003565,0
2015-04-21,0.004000,0.011400,0.003565,0.004000,0.004000,10
2015-04-22,0.008200,0.008274,0.008200,0.008274,0.008274,0
2015-04-23,0.008274,0.008496,0.008000,0.008020,0.008020,0
2015-04-24,0.008020,0.008191,0.008020,0.008021,0.008021,0
2015-04-25,0.008021,0.008082,0.007780,0.007781,0.007781,0
2015-04-26,0.007781,0.008056,0.007780,0.008055,0.008055,0
2015-04-27,0.008055,0.008055,0.007698,0.007699,0.007699,0
2015-04-28,0.007699,0.008056,0.007624,0.007635,0.007635,0
2015-04-29,0.007635,0.008500,0.007635,0.008500,0.008500,0
2015-04-30,0.008500,0.008500,0.007800,0.008499,0.008499,0
2015-05-01,0.008499,0.008500,0.008008,0.008441,0.008441,0
2015-05-02,0.008441,0.008441,0.007803,0.007803,0.007803,0
2015-05-03,0.007803,0.008500,0.007803,0.008165,0.008165,0
2015-05-04,0.008165,0.008493,0.007800,0.007800,0.007800,0
2015-05-05,0.007795,0.007900,0.007720,0.007720,0.007720,0
2015-05-06,0.007720,0.008000,0.006660,0.007799,0.007799,0
2015-05-07,0.007799,0.007800,0.006660,0.006660,0.006660,0
2015-05-08,0.006660,0.007800,0.006660,0.007800,0.007800,0
2015-05-09,0.007800,0.007800,0.006660,0.006660,0.006660,0
2015-05-10,0.006660,0.006660,0.006660,0.006660,0.006660,0
2015-05-11,0.007499,0.007499,0.006660,0.007499,0.007499,4
2015-05-12,0.007499,0.007500,0.006660,0.006660,0.006660,0
2015-05-13,0.006660,0.007496,0.006660,0.007478,0.007478,0
2015-05-14,0.007478,0.007498,0.006481,0.006484,0.006484,0
2015-05-15,0.006484,0.007190,0.006484,0.006485,0.006485,6
2015-05-16,0.006485,0.006485,0.006481,0.006481,0.006481,0
2015-05-17,0.006481,0.006481,0.006116,0.006116,0.006116,0
2015-05-18,0.006116,0.007098,0.004600,0.004600,0.004600,0
2015-05-19,0.004600,0.007096,0.004600,0.005006,0.005006,0
2015-05-20,0.005006,0.005006,0.005002,0.005002,0.005002,0
2015-05-21,0.005002,0.007096,0.005002,0.005002,0.005002,0
2015-05-22,0.007096,0.007100,0.007096,0.007096,0.007096,0
2015-05-23,0.007096,0.007482,0.005002,0.005003,0.005003,0
2015-05-24,0.005003,0.007470,0.005002,0.007470,0.007470,0
2015-05-25,0.007248,0.007248,0.007238,0.007238,0.007238,1
2015-05-26,0.007238,0.014980,0.005522,0.014980,0.014980,15
2015-05-27,0.014980,0.014980,0.005526,0.005526,0.005526,0
2015-05-28,0.005526,0.014120,0.005526,0.014120,0.014120,28
2015-05-29,0.014120,0.014120,0.008100,0.008100,0.008100,0
2015-05-30,0.008100,0.009000,0.008100,0.009000,0.009000,31
2015-05-31,0.009000,0.009000,0.005600,0.005600,0.005600,12
2015-06-01,0.007800,0.008576,0.007500,0.008570,0.008570,13
2015-06-02,0.005600,0.005606,0.005600,0.005606,0.005606,137
2015-06-03,0.008500,0.008919,0.008000,0.008919,0.008919,5
2015-06-04,0.008919,0.008919,0.005614,0.008919,0.008919,1
2015-06-05,0.008919,0.008919,0.008919,0.008919,0.008919,0
2015-06-06,0.008919,0.008919,0.008919,0.008919,0.008919,0
2015-06-07,0.008919,0.008919,0.005600,0.008917,0.008917,0
2015-06-08,0.005552,0.008916,0.005552,0.008068,0.008068,0
2015-06-09,0.008068,0.008908,0.007900,0.008068,0.008068,0
2015-06-10,0.008068,0.008910,0.008068,0.008068,0.008068,0
2015-06-11,0.008068,0.008910,0.005557,0.008000,0.008000,0
2015-06-12,0.008000,0.008909,0.005561,0.007900,0.007900,11
2015-06-13,0.008000,0.008907,0.008000,0.008000,0.008000,0
2015-06-14,0.008000,0.008400,0.008000,0.008400,0.008400,39
2015-06-15,0.008400,0.014970,0.008400,0.014970,0.014970,0
2015-06-16,0.014970,0.014970,0.009700,0.009800,0.009800,2
2015-06-17,0.009800,0.014970,0.009700,0.014970,0.014970,0
2015-06-18,0.011390,0.011390,0.011390,0.011390,0.011390,24
2015-06-19,0.014500,0.014500,0.014100,0.014100,0.014100,0
2015-06-20,0.014100,0.014970,0.010000,0.010000,0.010000,8
2015-06-21,0.010000,0.010250,0.010000,0.010250,0.010250,6
2015-06-22,0.010250,0.010250,0.010000,0.010250,0.010250,0
2015-06-23,0.010250,0.011500,0.010250,0.011500,0.011500,4
2015-06-24,0.011500,0.011500,0.011500,0.011500,0.011500,28
2015-06-25,0.011500,0.012200,0.011500,0.012200,0.012200,30
2015-06-26,0.010500,0.014970,0.010500,0.011000,0.011000,42
2015-06-27,0.011000,0.011800,0.011000,0.011800,0.011800,0
2015-06-28,0.011800,0.011800,0.011450,0.011460,0.011460,0
2015-06-29,0.011460,0.011680,0.008400,0.011000,0.011000,0
2015-06-30,0.011000,0.011350,0.011000,0.011350,0.011350,1
2015-07-01,0.011350,0.011350,0.008422,0.011350,0.011350,0
2015-07-02,0.011350,0.014970,0.009500,0.011000,0.011000,0
2015-07-03,0.011000,0.014960,0.010700,0.010900,0.010900,0
2015-07-04,0.010900,0.010900,0.008801,0.008850,0.008850,0
2015-07-05,0.008850,0.010250,0.008850,0.010250,0.010250,10
2015-07-06,0.010250,0.010250,0.008800,0.009200,0.009200,0
2015-07-07,0.009200,0.009700,0.009200,0.009700,0.009700,44
2015-07-08,0.009700,0.009700,0.008400,0.008400,0.008400,17
2015-07-09,0.008400,0.009700,0.005561,0.008977,0.008977,0
2015-07-10,0.008977,0.008977,0.008250,0.008250,0.008250,0
2015-07-11,0.008250,0.008977,0.008250,0.008251,0.008251,9
2015-07-12,0.008251,0.008800,0.008100,0.008100,0.008100,0
2015-07-13,0.008100,0.008800,0.007900,0.008800,0.008800,0
2015-07-14,0.008800,0.008800,0.008800,0.008800,0.008800,0
2015-07-15,0.008800,0.008800,0.007900,0.007900,0.007900,0
2015-07-16,0.007900,0.007900,0.007900,0.007900,0.007900,0
2015-07-17,0.007900,0.008600,0.007900,0.008000,0.008000,0
2015-07-18,0.008000,0.008000,0.007900,0.007900,0.007900,0
2015-07-19,0.007900,0.008493,0.007900,0.008444,0.008444,0
2015-07-20,0.008444,0.008444,0.007100,0.008438,0.008438,0
2015-07-21,0.008438,0.008438,0.008200,0.008200,0.008200,0
2015-07-22,0.007600,0.007600,0.007600,0.007600,0.007600,0
2015-07-23,0.007600,0.007800,0.007500,0.007500,0.007500,0
2015-07-24,0.007500,0.008200,0.007500,0.007700,0.007700,0
2015-07-25,0.007700,0.008300,0.007600,0.008300,0.008300,0
2015-07-26,0.008300,0.008600,0.007900,0.007900,0.007900,0
2015-07-27,0.007900,0.008800,0.007900,0.008750,0.008750,0
2015-07-28,0.008750,0.008750,0.008750,0.008750,0.008750,0
2015-07-29,0.008750,0.008750,0.008700,0.008700,0.008700,0
2015-07-30,0.008010,0.008600,0.008010,0.008600,0.008600,0
2015-07-31,0.008600,0.008600,0.008410,0.008410,0.008410,0
2015-08-01,0.008410,0.008500,0.008010,0.008500,0.008500,0
2015-08-02,0.008500,0.008500,0.008500,0.008500,0.008500,0
2015-08-03,0.008500,0.008600,0.008200,0.008200,0.008200,0
2015-08-04,0.008200,0.008600,0.008200,0.008600,0.008600,9
2015-08-05,0.008010,0.008010,0.008010,0.008010,0.008010,0
2015-08-06,0.008010,0.008013,0.008010,0.008013,0.008013,0
2015-08-07,0.008013,0.009300,0.008013,0.009000,0.009000,0
2015-08-08,0.009000,0.009100,0.008600,0.008700,0.008700,0
2015-08-09,0.008700,0.009180,0.008700,0.009180,0.009180,1
2015-08-10,0.009180,0.009180,0.008500,0.008500,0.008500,0
2015-08-11,0.008500,0.008500,0.008010,0.008010,0.008010,0
2015-08-12,0.008500,0.008500,0.008500,0.008500,0.008500,0
2015-08-13,0.008500,0.008500,0.008010,0.008010,0.008010,0
2015-08-14,0.008010,0.008010,0.008010,0.008010,0.008010,0
2015-08-15,0.008010,0.008999,0.008010,0.008999,0.008999,0
2015-08-16,0.008999,0.008999,0.008250,0.008500,0.008500,0
2015-08-17,0.008500,0.008750,0.008500,0.008750,0.008750,2
2015-08-18,0.008750,0.008750,0.007778,0.007778,0.007778,0
2015-08-19,0.007778,0.008750,0.007778,0.008750,0.008750,0
2015-08-20,0.008750,0.008750,0.007778,0.007969,0.007969,0
2015-08-21,0.007969,0.008750,0.007969,0.008010,0.008010,0
2015-08-22,0.008010,0.008010,0.007000,0.007000,0.007000,0
2015-08-23,0.007000,0.008000,0.007000,0.008000,0.008000,0
2015-08-24,0.008000,0.008000,0.006700,0.006700,0.006700,0
2015-08-25,0.006700,0.008750,0.006700,0.008750,0.008750,0
2015-08-26,0.008750,0.008750,0.008750,0.008750,0.008750,0
2015-08-27,0.008150,0.009536,0.005508,0.005508,0.005508,0
2015-08-28,0.006701,0.008730,0.006701,0.008730,0.008730,0
2015-08-29,0.008730,0.008730,0.008730,0.008730,0.008730,0
2015-08-30,0.008730,0.008730,0.006900,0.006901,0.006901,0
2015-08-31,0.005508,0.009536,0.005508,0.009536,0.009536,0
2015-09-01,0.006901,0.008711,0.006901,0.008711,0.008711,0
2015-09-02,0.009536,0.009536,0.009536,0.009536,0.009536,0
2015-09-03,0.009536,0.009536,0.009536,0.009536,0.009536,0
2015-09-04,0.008711,0.008711,0.007003,0.008000,0.008000,0
2015-09-05,0.008000,0.008000,0.007000,0.007590,0.007590,1
2015-09-06,0.007590,0.008000,0.007090,0.007999,0.007999,0
2015-09-07,0.007999,0.008000,0.007999,0.008000,0.008000,0
2015-09-08,0.008000,0.008500,0.008000,0.008500,0.008500,0
2015-09-09,0.008500,0.008500,0.007500,0.007700,0.007700,0
2015-09-10,0.007700,0.007900,0.007700,0.007900,0.007900,15
2015-09-11,0.007900,0.007900,0.007550,0.007550,0.007550,18
2015-09-12,0.007550,0.008000,0.007460,0.007460,0.007460,0
2015-09-13,0.008000,0.008000,0.007250,0.007250,0.007250,0
2015-09-14,0.007250,0.008000,0.007250,0.008000,0.008000,0
2015-09-15,0.008000,0.008000,0.007400,0.007400,0.007400,0
2015-09-16,0.007400,0.007780,0.007400,0.007600,0.007600,0
2015-09-17,0.007600,0.007700,0.007250,0.007250,0.007250,0
2015-09-18,0.007250,0.007700,0.007250,0.007700,0.007700,0
2015-09-19,0.007700,0.007700,0.007200,0.007200,0.007200,9
2015-09-20,0.007500,0.007700,0.007500,0.007600,0.007600,4
2015-09-21,0.007500,0.007500,0.007200,0.007200,0.007200,0
2015-09-22,0.007200,0.007500,0.006600,0.007499,0.007499,0
2015-09-23,0.006800,0.006800,0.006700,0.006700,0.006700,7
2015-09-24,0.006700,0.007500,0.006600,0.007500,0.007500,0
2015-09-25,0.006610,0.006610,0.006596,0.006596,0.006596,1
2015-09-26,0.005566,0.005566,0.005566,0.005566,0.005566,0
2015-09-27,0.007250,0.007250,0.005816,0.005901,0.005901,0
2015-09-28,0.005900,0.006498,0.005526,0.005526,0.005526,5
2015-09-29,0.005526,0.005526,0.005526,0.005526,0.005526,0
2015-09-30,0.005500,0.005500,0.005250,0.005250,0.005250,0
2015-10-01,0.006491,0.006491,0.005800,0.005800,0.005800,0
2015-10-02,0.005800,0.006392,0.005250,0.005250,0.005250,0
2015-10-03,0.005100,0.005100,0.005005,0.005005,0.005005,0
2015-10-04,0.005005,0.005900,0.004440,0.005900,0.005900,0
2015-10-05,0.005900,0.005900,0.005700,0.005798,0.005798,0
2015-10-06,0.005590,0.005800,0.005500,0.005500,0.005500,15
2015-10-07,0.005500,0.005500,0.005100,0.005100,0.005100,0
2015-10-08,0.005100,0.008250,0.005000,0.005500,0.005500,9
2015-10-09,0.005044,0.008250,0.005044,0.008250,0.008250,0
2015-10-10,0.005250,0.007000,0.005250,0.005251,0.005251,0
2015-10-11,0.005251,0.006500,0.005240,0.005500,0.005500,0
2015-10-12,0.005500,0.005600,0.005400,0.005400,0.005400,12
2015-10-13,0.005400,0.005598,0.005006,0.005006,0.005006,0
2015-10-14,0.005006,0.005220,0.005006,0.005051,0.005051,0
2015-10-15,0.005412,0.005412,0.005412,0.005412,0.005412,1
2015-10-16,0.005412,0.005600,0.005051,0.005051,0.005051,9
2015-10-17,0.005050,0.005055,0.005027,0.005027,0.005027,0
2015-10-18,0.005027,0.005527,0.005027,0.005081,0.005081,1
2015-10-19,0.005081,0.005081,0.004530,0.004800,0.004800,0
2015-10-20,0.004800,0.004800,0.004600,0.004600,0.004600,4
2015-10-21,0.004600,0.005500,0.004492,0.004492,0.004492,3
2015-10-22,0.004500,0.004646,0.004500,0.004600,0.004600,0
2015-10-23,0.004600,0.005500,0.004600,0.004600,0.004600,0
2015-10-24,0.004600,0.005100,0.004492,0.004492,0.004492,0
2015-10-26,0.004492,0.005100,0.004492,0.005100,0.005100,0
2015-10-27,0.005100,0.005100,0.004444,0.004794,0.004794,0
2015-10-28,0.004794,0.004794,0.004445,0.004445,0.004445,15
2015-10-29,0.004445,0.005500,0.004003,0.004003,0.004003,115
2015-10-30,0.004626,0.005250,0.004626,0.005249,0.005249,196
2015-10-31,0.005249,0.005249,0.005033,0.005033,0.005033,5
2015-11-01,0.005033,0.005033,0.005033,0.005033,0.005033,0
2015-11-02,0.004750,0.004905,0.004500,0.004500,0.004500,15
2015-11-03,0.005050,0.005250,0.005050,0.005100,0.005100,50
2015-11-04,0.004800,0.005527,0.004400,0.004500,0.004500,194
2015-11-05,0.004500,0.005500,0.004100,0.004100,0.004100,54
2015-11-06,0.004278,0.004578,0.004204,0.004415,0.004415,32
2015-11-07,0.004000,0.004450,0.004000,0.004450,0.004450,28
2015-11-08,0.004450,0.004500,0.004000,0.004000,0.004000,2
2015-11-09,0.004700,0.004700,0.004000,0.004000,0.004000,0
2015-11-10,0.004350,0.004350,0.004350,0.004350,0.004350,36
2015-11-11,0.004000,0.004700,0.004000,0.004700,0.004700,26
2015-11-12,0.004700,0.005000,0.004700,0.005000,0.005000,21
2015-11-13,0.004360,0.004469,0.004290,0.004340,0.004340,18
2015-11-14,0.004800,0.004800,0.004800,0.004800,0.004800,24
2015-11-15,0.004315,0.004498,0.004139,0.004172,0.004172,70
2015-11-16,0.004172,0.004320,0.004134,0.004308,0.004308,26
2015-11-17,0.004400,0.004400,0.004400,0.004400,0.004400,35
2015-11-18,0.004300,0.004397,0.004100,0.004100,0.004100,1
2015-11-19,0.004100,0.004399,0.004000,0.004399,0.004399,0
2015-11-20,0.004391,0.004391,0.004390,0.004390,0.004390,0
2015-11-21,0.004267,0.004273,0.004058,0.004058,0.004058,2
2015-11-22,0.004298,0.004327,0.004298,0.004327,0.004327,1
2015-11-23,0.004250,0.004397,0.004238,0.004397,0.004397,10
2015-11-24,0.004397,0.004397,0.004201,0.004206,0.004206,0
2015-11-25,0.004366,0.004366,0.004200,0.004200,0.004200,0
2015-11-26,0.004200,0.004370,0.004066,0.004066,0.004066,39
2015-11-27,0.004073,0.004078,0.004000,0.004000,0.004000,0
2015-11-28,0.004000,0.004000,0.004000,0.004000,0.004000,24
2015-11-29,0.004000,0.004000,0.004000,0.004000,0.004000,0
2015-11-30,0.004000,0.004395,0.004000,0.004000,0.004000,65
2015-12-01,0.003900,0.004104,0.003900,0.004020,0.004020,87
2015-12-02,0.004020,0.004150,0.003800,0.004150,0.004150,3
2015-12-03,0.004150,0.004250,0.004000,0.004100,0.004100,38
2015-12-04,0.004101,0.004799,0.004101,0.004799,0.004799,154
2015-12-05,0.004799,0.004799,0.004250,0.004250,0.004250,44
2015-12-06,0.004250,0.004799,0.004250,0.004750,0.004750,134
2015-12-07,0.004750,0.004951,0.004500,0.004500,0.004500,5
2015-12-08,0.004500,0.006240,0.004500,0.006240,0.006240,107
2015-12-09,0.006240,0.008250,0.005831,0.007350,0.007350,252
2015-12-10,0.007350,0.009998,0.004500,0.006498,0.006498,248
2015-12-11,0.006498,0.007000,0.006000,0.006000,0.006000,572
2015-12-12,0.006997,0.006997,0.006088,0.006131,0.006131,78
2015-12-13,0.006131,0.006556,0.005900,0.005900,0.005900,1
2015-12-14,0.005900,0.006997,0.005800,0.005800,0.005800,513
2015-12-15,0.005800,0.006100,0.004750,0.004750,0.004750,3348
2015-12-16,0.004250,0.006000,0.004250,0.006000,0.006000,718
2015-12-17,0.005800,0.005800,0.005600,0.005600,0.005600,10
2015-12-18,0.005590,0.005590,0.004900,0.005400,0.005400,36
2015-12-19,0.005500,0.005500,0.005500,0.005500,0.005500,0
2015-12-20,0.005000,0.005000,0.004900,0.004900,0.004900,88
2015-12-21,0.005000,0.005108,0.004800,0.005108,0.005108,63
2015-12-22,0.005108,0.005600,0.004716,0.005600,0.005600,4
2015-12-23,0.005194,0.005600,0.005041,0.005600,0.005600,58
2015-12-24,0.005600,0.005600,0.004750,0.004750,0.004750,0
2015-12-25,0.005880,0.006694,0.005880,0.006694,0.006694,10
2015-12-26,0.005700,0.005800,0.005000,0.005800,0.005800,32
2015-12-27,0.005100,0.005100,0.005100,0.005100,0.005100,0
2015-12-28,0.005100,0.005100,0.004900,0.004900,0.004900,10
2015-12-29,0.005200,0.005400,0.005010,0.005255,0.005255,0
2015-12-30,0.005255,0.005350,0.005162,0.005350,0.005350,59
2015-12-31,0.005350,0.005350,0.005100,0.005205,0.005205,1
2016-01-01,0.005205,0.005500,0.005132,0.005500,0.005500,0
2016-01-02,0.005132,0.005132,0.005000,0.005125,0.005125,3
2016-01-03,0.005125,0.005400,0.005000,0.005200,0.005200,0
2016-01-04,0.005200,0.005350,0.005100,0.005100,0.005100,0
2016-01-05,0.005100,0.005400,0.005000,0.005000,0.005000,0
2016-01-06,0.005000,0.005500,0.005000,0.005000,0.005000,13
2016-01-07,0.005000,0.005640,0.005000,0.005000,0.005000,82
2016-01-08,0.005000,0.005600,0.005000,0.005000,0.005000,69
2016-01-09,0.005000,0.005500,0.004000,0.004000,0.004000,0
2016-01-10,0.005400,0.005400,0.005400,0.005400,0.005400,0
2016-01-11,0.005400,0.005400,0.004010,0.004010,0.004010,0
2016-01-12,0.004010,0.005053,0.004010,0.005053,0.005053,0
2016-01-13,0.005050,0.005050,0.005050,0.005050,0.005050,1
2016-01-14,0.005050,0.005050,0.004010,0.004790,0.004790,4
2016-01-15,0.004790,0.005050,0.004790,0.005050,0.005050,127
2016-01-16,0.005134,0.005134,0.004653,0.004892,0.004892,15
2016-01-17,0.004892,0.004917,0.004889,0.004917,0.004917,3
2016-01-18,0.004917,0.005425,0.004917,0.005110,0.005110,0
2016-01-19,0.005110,0.005280,0.005110,0.005245,0.005245,5
2016-01-20,0.005245,0.005433,0.005245,0.005433,0.005433,89
2016-01-21,0.005433,0.005616,0.005241,0.005241,0.005241,22
2016-01-22,0.005241,0.005241,0.004990,0.005231,0.005231,14
2016-01-23,0.005231,0.005233,0.005120,0.005120,0.005120,69
2016-01-24,0.005120,0.005197,0.004990,0.005122,0.005122,35
2016-01-25,0.005122,0.005122,0.005100,0.005100,0.005100,78
2016-01-26,0.005100,0.005653,0.005000,0.005653,0.005653,148
2016-01-27,0.005653,0.006952,0.005653,0.006511,0.006511,939
2016-01-28,0.006511,0.006847,0.005766,0.005795,0.005795,3
2016-01-29,0.005795,0.007850,0.005795,0.006920,0.006920,33
2016-01-30,0.006920,0.007850,0.006205,0.006330,0.006330,156
2016-01-31,0.006330,0.006600,0.005784,0.006154,0.006154,106
2016-02-01,0.006154,0.006697,0.005300,0.006697,0.006697,37
2016-02-02,0.006697,0.006989,0.006472,0.006989,0.006989,2
2016-02-03,0.006989,0.006989,0.006623,0.006623,0.006623,1
2016-02-04,0.006623,0.006967,0.006582,0.006633,0.006633,0
2016-02-05,0.006633,0.007900,0.006586,0.007900,0.007900,5
2016-02-06,0.007900,0.008000,0.007900,0.008000,0.008000,55
2016-02-07,0.008000,0.009086,0.007644,0.007644,0.007644,239
2016-02-08,0.008122,0.008122,0.008122,0.008122,0.008122,671
2016-02-09,0.008122,0.100000,0.007361,0.007361,0.007361,202
2016-02-10,0.007361,0.008191,0.007361,0.007388,0.007388,4539
2016-02-11,0.007388,0.008191,0.007359,0.008191,0.008191,1215
2016-02-12,0.008191,0.008204,0.006386,0.007940,0.007940,897
2016-02-13,0.007940,0.008450,0.007660,0.008440,0.008440,508
2016-02-14,0.008440,0.008991,0.008202,0.008210,0.008210,1231
2016-02-15,0.008210,0.008800,0.008210,0.008350,0.008350,385
2016-02-16,0.008350,0.008750,0.008110,0.008110,0.008110,541
2016-02-17,0.008110,0.008635,0.007327,0.007456,0.007456,2800
2016-02-18,0.007456,0.008440,0.007421,0.008440,0.008440,3163
2016-02-19,0.008440,0.008482,0.007730,0.008479,0.008479,121
2016-02-20,0.008479,0.008479,0.007896,0.007896,0.007896,6
2016-02-21,0.007896,0.008400,0.007896,0.008312,0.008312,473
2016-02-22,0.008312,0.008312,0.007650,0.008310,0.008310,103
2016-02-23,0.008310,0.008310,0.008150,0.008150,0.008150,8
2016-02-24,0.008150,0.008150,0.007850,0.007850,0.007850,30
2016-02-25,0.007850,0.008234,0.007549,0.008234,0.008234,133
2016-02-26,0.008234,0.008234,0.007980,0.008225,0.008225,207
2016-02-27,0.008225,0.008225,0.007800,0.007800,0.007800,103
2016-02-28,0.007800,0.008155,0.007515,0.008155,0.008155,0
2016-02-29,0.008155,0.008155,0.007601,0.008100,0.008100,500
2016-03-01,0.008100,0.008280,0.007800,0.008278,0.008278,1360
2016-03-02,0.008278,0.008278,0.007827,0.008094,0.008094,147
2016-03-03,0.008094,0.008220,0.007820,0.007902,0.007902,2772
2016-03-04,0.007902,0.008457,0.007900,0.007938,0.007938,642
2016-03-05,0.007938,0.008446,0.007342,0.007342,0.007342,299
