Time,Open,High,Low,Close,Volume
30122018 1500;"3765.19000000";"3783.00000000";"3742.30000000";"3777.41000000";"1320.81285100"
30122018 1600;"3777.75000000";"3807.02000000";"3763.01000000";"3768.00000000";"1203.71880600"
30122018 1700;"3768.00000000";"3785.92000000";"3762.04000000";"3774.14000000";"815.21845800"
30122018 1800;"3773.75000000";"3797.18000000";"3769.00000000";"3787.24000000";"772.98051300"
30122018 1900;"3787.24000000";"3795.00000000";"3772.00000000";"3781.71000000";"655.96244600"
30122018 2000;"3781.77000000";"3809.85000000";"3735.57000000";"3780.12000000";"1582.89436000"
30122018 2100;"3779.31000000";"3798.99000000";"3745.00000000";"3784.44000000";"1628.18255800"
30122018 2200;"3783.92000000";"3823.00000000";"3764.28000000";"3795.91000000";"1543.98037300"
30122018 2300;"3794.01000000";"3800.00000000";"3785.12000000";"3794.93000000";"714.12357200"
31122018 0000;"3794.92000000";"3812.54000000";"3776.06000000";"3801.91000000";"1227.68856300"
31122018 0100;"3803.12000000";"3810.00000000";"3786.02000000";"3795.38000000";"891.44907800"
31122018 0200;"3795.38000000";"3797.46000000";"3745.59000000";"3762.94000000";"1516.97170300"
31122018 0300;"3762.65000000";"3767.60000000";"3715.73000000";"3727.93000000";"2433.82070600"
31122018 0400;"3727.93000000";"3751.58000000";"3725.48000000";"3744.58000000";"1542.54012700"
31122018 0500;"3744.59000000";"3756.06000000";"3731.76000000";"3753.72000000";"921.69048200"
31122018 0600;"3753.78000000";"3755.60000000";"3735.00000000";"3747.45000000";"664.03812000"
31122018 0700;"3747.82000000";"3759.53000000";"3742.48000000";"3757.45000000";"592.26781500"
31122018 0800;"3757.00000000";"3763.12000000";"3750.76000000";"3754.45000000";"603.91620100"
31122018 0900;"3755.35000000";"3761.00000000";"3743.15000000";"3752.21000000";"827.94512500"
31122018 1000;"3751.85000000";"3791.63000000";"3751.04000000";"3775.59000000";"1341.45691200"
31122018 1100;"3775.59000000";"3783.44000000";"3769.00000000";"3771.50000000";"895.90430700"
31122018 1200;"3772.00000000";"3773.53000000";"3692.11000000";"3725.42000000";"2713.42721900"
31122018 1300;"3725.42000000";"3737.42000000";"3715.00000000";"3731.58000000";"999.04241500"
31122018 1400;"3731.87000000";"3739.82000000";"3725.85000000";"3732.23000000";"770.74176900"
31122018 1500;"3732.23000000";"3780.83000000";"3724.81000000";"3769.57000000";"1018.44525700"
31122018 1600;"3769.42000000";"3783.34000000";"3721.11000000";"3752.46000000";"1681.82346300"
31122018 1700;"3752.22000000";"3776.85000000";"3725.00000000";"3736.17000000";"1218.39152600"
31122018 1800;"3737.59000000";"3742.92000000";"3722.00000000";"3736.31000000";"923.46908900"
31122018 1900;"3736.57000000";"3748.98000000";"3731.64000000";"3741.52000000";"632.30543600"
31122018 2000;"3741.27000000";"3742.22000000";"3630.33000000";"3687.47000000";"3405.44723100"
31122018 2100;"3687.47000000";"3688.77000000";"3657.70000000";"3672.00000000";"1786.53019600"
31122018 2200;"3672.00000000";"3678.00000000";"3665.00000000";"3671.72000000";"743.25843000"
31122018 2300;"3671.71000000";"3687.02000000";"3662.02000000";"3686.43000000";"770.55066200"
 1012019 0000;"3685.54000000";"3707.50000000";"3684.22000000";"3702.90000000";"1096.34508100"
 1012019 0100;"3701.23000000";"3713.00000000";"3689.88000000";"3700.31000000";"686.36742000"
 1012019 0200;"3700.20000000";"3702.73000000";"3684.22000000";"3689.69000000";"613.53911500"
 1012019 0300;"3689.67000000";"3695.95000000";"3675.04000000";"3690.00000000";"895.30218100"
 1012019 0400;"3690.00000000";"3699.77000000";"3685.78000000";"3693.13000000";"796.71481800"
 1012019 0500;"3692.32000000";"3720.00000000";"3685.94000000";"3692.71000000";"1317.45290900"
 1012019 0600;"3693.98000000";"3704.44000000";"3692.73000000";"3699.94000000";"572.40222800"
 1012019 0700;"3699.95000000";"3713.93000000";"3697.00000000";"3703.56000000";"660.27977100"
 1012019 0800;"3703.63000000";"3726.64000000";"3703.34000000";"3713.83000000";"823.62549100"
 1012019 0900;"3714.19000000";"3731.19000000";"3707.00000000";"3716.70000000";"887.10136200"
 1012019 1000;"3716.98000000";"3732.00000000";"3696.14000000";"3699.95000000";"955.87903400"
 1012019 1100;"3699.96000000";"3717.11000000";"3698.00000000";"3713.07000000";"534.11394500"
 1012019 1200;"3713.07000000";"3722.22000000";"3706.88000000";"3707.54000000";"600.66464200"
 1012019 1300;"3707.56000000";"3725.00000000";"3698.25000000";"3717.00000000";"654.27771000"
 1012019 1400;"3717.00000000";"3756.94000000";"3708.41000000";"3715.93000000";"941.78569500"
 1012019 1500;"3715.23000000";"3717.00000000";"3684.21000000";"3698.53000000";"1127.36663200"
 1012019 1600;"3698.28000000";"3698.87000000";"3666.01000000";"3682.61000000";"996.68853200"
 1012019 1700;"3683.00000000";"3696.23000000";"3677.48000000";"3693.54000000";"629.18028000"
 1012019 1800;"3693.50000000";"3701.68000000";"3675.01000000";"3686.32000000";"380.21548700"
 1012019 1900;"3686.34000000";"3686.35000000";"3642.00000000";"3659.41000000";"1083.20709600"
 1012019 2000;"3659.56000000";"3699.99000000";"3659.56000000";"3696.73000000";"1155.51311200"
 1012019 2100;"3696.71000000";"3726.93000000";"3675.67000000";"3719.00000000";"2021.17094800"
 1012019 2200;"3719.00000000";"3730.01000000";"3700.00000000";"3708.21000000";"1105.50173500"
 1012019 2300;"3707.98000000";"3717.07000000";"3692.42000000";"3711.20000000";"624.62013600"
 2012019 0000;"3712.85000000";"3810.16000000";"3706.43000000";"3797.14000000";"3678.71675400"
 2012019 0100;"3796.45000000";"3810.00000000";"3763.75000000";"3778.02000000";"2094.02515900"
 2012019 0200;"3778.62000000";"3792.00000000";"3765.75000000";"3770.00000000";"912.81111300"
 2012019 0300;"3769.98000000";"3785.10000000";"3768.00000000";"3783.28000000";"719.30275700"
 2012019 0400;"3783.28000000";"3796.22000000";"3773.79000000";"3779.98000000";"770.36806700"
 2012019 0500;"3780.00000000";"3788.31000000";"3765.00000000";"3776.41000000";"748.26020900"
 2012019 0600;"3776.16000000";"3778.42000000";"3768.00000000";"3773.04000000";"415.84951300"
 2012019 0700;"3773.04000000";"3775.00000000";"3750.45000000";"3758.53000000";"916.98605800"
 2012019 0800;"3758.53000000";"3778.54000000";"3755.40000000";"3771.08000000";"1338.79474000"
 2012019 0900;"3772.64000000";"3800.00000000";"3770.09000000";"3781.35000000";"2216.57922500"
 2012019 1000;"3780.81000000";"3786.24000000";"3770.00000000";"3775.00000000";"1483.62784700"
 2012019 1100;"3773.84000000";"3794.40000000";"3770.03000000";"3788.00000000";"1117.13659300"
 2012019 1200;"3788.22000000";"3803.68000000";"3777.82000000";"3787.97000000";"1395.94165500"
 2012019 1300;"3788.81000000";"3793.72000000";"3778.23000000";"3792.51000000";"1179.76615800"
 2012019 1400;"3793.12000000";"3839.63000000";"3790.82000000";"3825.65000000";"2589.86843100"
 2012019 1500;"3825.19000000";"3834.26000000";"3796.51000000";"3811.24000000";"2325.65409300"
 2012019 1600;"3812.17000000";"3815.00000000";"3785.75000000";"3801.28000000";"1359.58132700"
 2012019 1700;"3802.61000000";"3865.72000000";"3795.00000000";"3824.89000000";"2696.18730800"
 2012019 1800;"3824.89000000";"3845.78000000";"3811.01000000";"3822.60000000";"2166.32856100"
 2012019 1900;"3822.62000000";"3833.00000000";"3807.00000000";"3828.87000000";"1203.59030900"
 2012019 2000;"3827.22000000";"3830.19000000";"3801.14000000";"3824.98000000";"921.47599400"
 2012019 2100;"3824.98000000";"3854.35000000";"3812.34000000";"3849.00000000";"1189.42760600"
 2012019 2200;"3849.27000000";"3876.00000000";"3830.06000000";"3856.68000000";"1770.79063900"
 2012019 2300;"3857.36000000";"3876.00000000";"3842.46000000";"3862.12000000";"1464.30349600"
 3012019 0000;"3861.62000000";"3882.14000000";"3851.00000000";"3858.56000000";"2159.80651100"
 3012019 0100;"3857.57000000";"3862.74000000";"3828.70000000";"3830.78000000";"1754.76159500"
 3012019 0200;"3830.76000000";"3843.24000000";"3821.14000000";"3835.96000000";"1334.96090900"
 3012019 0300;"3835.96000000";"3844.99000000";"3825.85000000";"3833.47000000";"651.94713600"
 3012019 0400;"3833.69000000";"3847.05000000";"3832.00000000";"3841.83000000";"732.02160300"
 3012019 0500;"3841.83000000";"3850.00000000";"3833.70000000";"3834.59000000";"649.62891700"
 3012019 0600;"3834.70000000";"3840.31000000";"3805.00000000";"3824.38000000";"1094.33610800"
 3012019 0700;"3824.38000000";"3829.89000000";"3813.62000000";"3820.53000000";"774.97895800"
 3012019 0800;"3821.81000000";"3837.52000000";"3820.39000000";"3828.88000000";"706.28305000"
 3012019 0900;"3828.88000000";"3832.83000000";"3796.00000000";"3805.00000000";"1539.51873700"
 3012019 1000;"3805.85000000";"3814.96000000";"3783.00000000";"3805.81000000";"1663.63885500"
 3012019 1100;"3806.13000000";"3819.00000000";"3804.07000000";"3811.52000000";"1319.35901700"
 3012019 1200;"3810.61000000";"3813.51000000";"3787.29000000";"3804.00000000";"1649.23021500"
 3012019 1300;"3803.31000000";"3823.00000000";"3795.33000000";"3818.02000000";"1243.81332000"
 3012019 1400;"3817.17000000";"3822.00000000";"3809.35000000";"3817.36000000";"1097.35371300"
 3012019 1500;"3816.64000000";"3817.37000000";"3790.04000000";"3796.70000000";"1187.83170400"
 3012019 1600;"3796.79000000";"3811.89000000";"3785.32000000";"3806.70000000";"1340.26672600"
 3012019 1700;"3807.37000000";"3807.75000000";"3730.00000000";"3738.00000000";"3271.17214000"
 3012019 1800;"3738.71000000";"3762.04000000";"3732.19000000";"3748.46000000";"2025.99835900"
 3012019 1900;"3748.46000000";"3759.33000000";"3738.00000000";"3757.89000000";"1021.63925000"
 3012019 2000;"3757.58000000";"3763.71000000";"3740.11000000";"3756.00000000";"771.58463200"
 3012019 2100;"3756.00000000";"3782.25000000";"3752.37000000";"3780.03000000";"760.41658100"
 3012019 2200;"3779.99000000";"3782.69000000";"3768.23000000";"3771.26000000";"1333.48662500"
 3012019 2300;"3771.27000000";"3781.40000000";"3757.14000000";"3773.79000000";"959.79271700"
 4012019 0000;"3773.42000000";"3775.53000000";"3757.87000000";"3766.78000000";"522.92749200"
 4012019 0100;"3767.20000000";"3767.21000000";"3730.00000000";"3750.30000000";"1249.54672800"
 4012019 0200;"3750.53000000";"3776.89000000";"3749.67000000";"3766.23000000";"793.94147000"
 4012019 0300;"3765.67000000";"3766.48000000";"3750.41000000";"3758.65000000";"583.32809400"
 4012019 0400;"3759.33000000";"3787.65000000";"3752.41000000";"3780.04000000";"981.91156200"
 4012019 0500;"3780.04000000";"3793.00000000";"3761.94000000";"3775.33000000";"1290.11175300"
 4012019 0600;"3776.18000000";"3788.53000000";"3764.37000000";"3779.90000000";"982.01353500"
 4012019 0700;"3779.90000000";"3797.52000000";"3775.92000000";"3783.02000000";"1406.84068500"
 4012019 0800;"3783.34000000";"3800.00000000";"3779.54000000";"3783.28000000";"1150.95840200"
 4012019 0900;"3783.28000000";"3800.00000000";"3766.75000000";"3771.34000000";"1487.04216600"
 4012019 1000;"3771.35000000";"3789.90000000";"3757.00000000";"3764.35000000";"1358.10223800"
 4012019 1100;"3764.03000000";"3777.16000000";"3756.48000000";"3775.48000000";"849.64852100"
 4012019 1200;"3775.46000000";"3777.77000000";"3752.00000000";"3757.55000000";"926.72648800"
 4012019 1300;"3754.05000000";"3765.00000000";"3739.00000000";"3755.52000000";"1467.23473200"
 4012019 1400;"3755.95000000";"3757.52000000";"3742.08000000";"3744.00000000";"1476.93285000"
 4012019 1500;"3744.62000000";"3751.94000000";"3703.62000000";"3717.14000000";"2731.97833000"
 4012019 1600;"3715.58000000";"3728.59000000";"3703.57000000";"3725.28000000";"1424.78680200"
 4012019 1700;"3725.30000000";"3754.00000000";"3717.30000000";"3747.50000000";"1245.43068400"
 4012019 1800;"3747.50000000";"3749.50000000";"3735.03000000";"3745.22000000";"929.20910200"
 4012019 1900;"3745.43000000";"3745.96000000";"3726.99000000";"3730.00000000";"828.89591700"
 4012019 2000;"3730.41000000";"3746.59000000";"3729.02000000";"3739.53000000";"822.28671500"
 4012019 2100;"3739.74000000";"3786.00000000";"3733.46000000";"3764.24000000";"1359.29548200"
 4012019 2200;"3762.36000000";"3823.64000000";"3760.21000000";"3802.36000000";"2242.10716400"
 4012019 2300;"3802.59000000";"3816.18000000";"3778.51000000";"3790.98000000";"1203.46616600"
 5012019 0000;"3792.35000000";"3800.98000000";"3787.57000000";"3792.01000000";"727.75908500"
 5012019 0100;"3790.09000000";"3838.70000000";"3788.97000000";"3811.76000000";"2440.69019700"
 5012019 0200;"3811.79000000";"3827.41000000";"3783.25000000";"3803.58000000";"2262.74907800"
 5012019 0300;"3803.56000000";"3820.13000000";"3802.43000000";"3811.88000000";"1318.63894400"
 5012019 0400;"3813.16000000";"3822.27000000";"3803.25000000";"3815.00000000";"1107.47927100"
 5012019 0500;"3815.35000000";"3826.39000000";"3812.09000000";"3815.72000000";"1224.00416800"
 5012019 0600;"3815.72000000";"3840.99000000";"3815.72000000";"3834.01000000";"1477.73332800"
 5012019 0700;"3834.01000000";"3835.08000000";"3792.00000000";"3799.45000000";"2015.47357300"
 5012019 0800;"3799.71000000";"3804.99000000";"3780.13000000";"3785.15000000";"956.11021400"
 5012019 0900;"3784.37000000";"3798.84000000";"3783.76000000";"3793.56000000";"614.93263000"
 5012019 1000;"3793.01000000";"3796.94000000";"3787.03000000";"3790.36000000";"658.55240700"
 5012019 1100;"3789.72000000";"3793.81000000";"3770.00000000";"3787.94000000";"955.93371100"
 5012019 1200;"3788.79000000";"3812.63000000";"3787.53000000";"3801.26000000";"859.39817600"
 5012019 1300;"3801.03000000";"3811.98000000";"3796.35000000";"3802.47000000";"964.38295300"
 5012019 1400;"3801.79000000";"3802.74000000";"3782.00000000";"3793.84000000";"1386.14167000"
 5012019 1500;"3793.83000000";"3794.89000000";"3778.01000000";"3787.45000000";"1333.23298200"
 5012019 1600;"3787.55000000";"3814.00000000";"3785.02000000";"3785.58000000";"1807.06370700"
 5012019 1700;"3785.58000000";"3805.00000000";"3775.00000000";"3797.19000000";"1663.60144000"
 5012019 1800;"3797.00000000";"3807.99000000";"3795.82000000";"3801.36000000";"1004.57107300"
 5012019 1900;"3801.52000000";"3818.51000000";"3798.26000000";"3809.02000000";"1159.90149000"
 5012019 2000;"3810.00000000";"3820.00000000";"3798.19000000";"3810.98000000";"868.14439200"
 5012019 2100;"3810.89000000";"3812.36000000";"3800.00000000";"3803.68000000";"514.18534100"
 5012019 2200;"3804.95000000";"3812.50000000";"3799.00000000";"3806.57000000";"493.09041200"
 5012019 2300;"3806.33000000";"3810.20000000";"3751.00000000";"3786.62000000";"2574.91760600"
 6012019 0000;"3786.62000000";"3786.63000000";"3766.14000000";"3770.96000000";"829.73898800"
 6012019 0100;"3771.12000000";"3792.12000000";"3761.60000000";"3786.76000000";"964.56442800"
 6012019 0200;"3786.86000000";"3791.98000000";"3761.15000000";"3765.65000000";"1065.35651400"
 6012019 0300;"3765.65000000";"3775.01000000";"3740.00000000";"3771.82000000";"1629.66252200"
 6012019 0400;"3771.57000000";"3778.13000000";"3765.49000000";"3771.15000000";"575.94711100"
 6012019 0500;"3771.70000000";"3776.86000000";"3760.58000000";"3767.90000000";"648.53462600"
 6012019 0600;"3768.13000000";"3783.55000000";"3764.43000000";"3777.75000000";"586.81357600"
 6012019 0700;"3778.38000000";"3779.76000000";"3772.14000000";"3772.22000000";"330.38670400"
 6012019 0800;"3772.34000000";"3775.11000000";"3760.00000000";"3767.94000000";"656.49852400"
 6012019 0900;"3768.11000000";"3773.32000000";"3761.81000000";"3772.88000000";"569.31552900"
 6012019 1000;"3772.77000000";"3782.56000000";"3770.93000000";"3771.30000000";"821.58699800"
 6012019 1100;"3771.30000000";"3812.02000000";"3770.93000000";"3796.99000000";"1745.96880500"
 6012019 1200;"3796.42000000";"3820.82000000";"3796.42000000";"3814.24000000";"1851.63112200"
 6012019 1300;"3814.23000000";"3820.41000000";"3787.07000000";"3790.81000000";"1358.35990800"
 6012019 1400;"3791.12000000";"3808.31000000";"3785.00000000";"3798.61000000";"839.14762300"
 6012019 1500;"3800.00000000";"3805.00000000";"3791.00000000";"3801.35000000";"900.37663700"
 6012019 1600;"3802.00000000";"3824.99000000";"3800.24000000";"3806.82000000";"1551.90751800"
 6012019 1700;"3806.91000000";"3814.99000000";"3800.31000000";"3813.39000000";"916.84281600"
 6012019 1800;"3813.39000000";"4025.00000000";"3813.39000000";"4007.11000000";"8255.22830900"
 6012019 1900;"4007.13000000";"4027.71000000";"3972.71000000";"3989.09000000";"3032.69233900"
 6012019 2000;"3990.00000000";"4013.00000000";"3989.12000000";"4002.46000000";"2004.54187500"
 6012019 2100;"4001.41000000";"4015.00000000";"3967.01000000";"3977.16000000";"1848.30919000"
 6012019 2200;"3980.57000000";"3985.69000000";"3953.53000000";"3967.49000000";"2190.12987100"
 6012019 2300;"3967.49000000";"3988.00000000";"3965.42000000";"3970.36000000";"977.12822500"
 7012019 0000;"3970.99000000";"4009.63000000";"3970.79000000";"3987.60000000";"1232.87593900"
 7012019 0100;"3987.62000000";"4017.90000000";"3986.41000000";"4008.05000000";"1506.17640200"
 7012019 0200;"4008.88000000";"4009.84000000";"3972.06000000";"3984.28000000";"1753.09007000"
 7012019 0300;"3984.02000000";"3987.20000000";"3970.03000000";"3987.20000000";"1289.86327700"
 7012019 0400;"3987.04000000";"3996.97000000";"3983.03000000";"3992.26000000";"815.62254400"
 7012019 0500;"3991.69000000";"3996.06000000";"3986.40000000";"3988.72000000";"648.23210700"
 7012019 0600;"3987.89000000";"3996.08000000";"3980.08000000";"3994.96000000";"732.65780500"
 7012019 0700;"3993.82000000";"4001.77000000";"3982.61000000";"3990.78000000";"1105.65921300"
 7012019 0800;"3990.76000000";"4001.21000000";"3988.00000000";"4001.00000000";"1113.76122300"
 7012019 0900;"4001.02000000";"4015.00000000";"3990.00000000";"4007.70000000";"2023.90655000"
 7012019 1000;"4007.68000000";"4010.67000000";"3921.53000000";"3957.01000000";"4055.90985900"
 7012019 1100;"3957.01000000";"3997.00000000";"3955.50000000";"3959.35000000";"2001.42416200"
 7012019 1200;"3959.35000000";"3976.90000000";"3952.07000000";"3976.76000000";"975.34950800"
 7012019 1300;"3976.78000000";"3978.00000000";"3955.02000000";"3956.87000000";"881.11997900"
 7012019 1400;"3956.87000000";"3982.96000000";"3955.02000000";"3980.26000000";"849.43603100"
 7012019 1500;"3980.98000000";"4000.00000000";"3975.80000000";"3985.46000000";"1168.98360100"
 7012019 1600;"3985.48000000";"3990.00000000";"3964.49000000";"3969.91000000";"1269.78599300"
 7012019 1700;"3969.91000000";"3985.98000000";"3965.00000000";"3978.96000000";"1225.54090600"
 7012019 1800;"3978.96000000";"3989.18000000";"3941.00000000";"3979.34000000";"2244.20856900"
 7012019 1900;"3979.34000000";"3994.98000000";"3976.00000000";"3977.89000000";"1326.02432800"
 7012019 2000;"3977.00000000";"3989.35000000";"3974.31000000";"3988.52000000";"906.53735200"
 7012019 2100;"3987.71000000";"3988.74000000";"3961.00000000";"3970.96000000";"1272.85604300"
 7012019 2200;"3969.88000000";"3981.25000000";"3967.00000000";"3971.98000000";"776.60448500"
 7012019 2300;"3971.99000000";"3975.35000000";"3951.55000000";"3964.81000000";"1130.42711300"
 8012019 0000;"3965.61000000";"3978.97000000";"3954.19000000";"3975.45000000";"796.66914400"
 8012019 0100;"3976.76000000";"3989.00000000";"3973.79000000";"3981.12000000";"930.17388600"
 8012019 0200;"3981.12000000";"3982.10000000";"3960.00000000";"3961.03000000";"965.35743700"
 8012019 0300;"3961.53000000";"3966.39000000";"3922.00000000";"3949.16000000";"2296.01163000"
 8012019 0400;"3949.00000000";"3957.49000000";"3942.00000000";"3945.61000000";"1034.49994700"
 8012019 0500;"3944.94000000";"3947.62000000";"3936.26000000";"3944.88000000";"1460.01476300"
 8012019 0600;"3943.86000000";"3952.54000000";"3939.81000000";"3950.49000000";"1002.69646800"
 8012019 0700;"3950.49000000";"3965.66000000";"3940.00000000";"3958.56000000";"1044.67024900"
 8012019 0800;"3959.59000000";"3968.42000000";"3946.09000000";"3953.60000000";"1038.14548400"
 8012019 0900;"3953.14000000";"3974.20000000";"3948.75000000";"3960.64000000";"1238.26706000"
 8012019 1000;"3960.67000000";"3982.00000000";"3958.48000000";"3973.62000000";"1716.90126100"
 8012019 1100;"3972.12000000";"3982.25000000";"3964.00000000";"3980.69000000";"1303.37395900"
 8012019 1200;"3981.81000000";"4018.00000000";"3967.93000000";"4001.59000000";"2222.31596700"
 8012019 1300;"4002.32000000";"4007.00000000";"3988.64000000";"3988.83000000";"1582.57922800"
 8012019 1400;"3989.16000000";"4039.00000000";"3988.83000000";"4026.72000000";"2585.67229000"
 8012019 1500;"4027.30000000";"4028.19000000";"4002.76000000";"4008.81000000";"2165.90347000"
 8012019 1600;"4008.81000000";"4069.80000000";"3981.00000000";"4000.48000000";"4677.30897200"
 8012019 1700;"4002.04000000";"4007.84000000";"3938.82000000";"3968.77000000";"3645.25784500"
 8012019 1800;"3970.76000000";"3984.40000000";"3956.00000000";"3962.00000000";"1615.96897200"
 8012019 1900;"3962.00000000";"3977.06000000";"3954.00000000";"3968.46000000";"892.06415900"
 8012019 2000;"3969.42000000";"3983.00000000";"3957.93000000";"3976.12000000";"906.05511900"
 8012019 2100;"3976.11000000";"3985.80000000";"3965.40000000";"3965.40000000";"771.55947300"
 8012019 2200;"3965.40000000";"3976.46000000";"3960.90000000";"3963.23000000";"682.33245900"
 8012019 2300;"3963.34000000";"3968.47000000";"3952.30000000";"3967.83000000";"607.33296800"
 9012019 0000;"3967.83000000";"3971.40000000";"3903.00000000";"3955.13000000";"2516.96005600"
 9012019 0100;"3955.45000000";"3970.47000000";"3930.04000000";"3955.73000000";"1725.74260300"
 9012019 0200;"3955.76000000";"3997.74000000";"3936.26000000";"3986.00000000";"2380.54526600"
 9012019 0300;"3985.74000000";"3999.89000000";"3977.30000000";"3980.64000000";"1439.52634100"
 9012019 0400;"3981.89000000";"3992.75000000";"3977.42000000";"3981.03000000";"986.81264200"
 9012019 0500;"3981.98000000";"4002.00000000";"3981.03000000";"3994.00000000";"928.31306300"
