2019.05.02,16:00,1.11966,1.12020,1.11759,1.11854,4590
2019.05.02,17:00,1.11855,1.11880,1.11766,1.11818,4316
2019.05.02,18:00,1.11817,1.11847,1.11718,1.11845,5465
2019.05.02,19:00,1.11841,1.11843,1.11744,1.11780,3299
2019.05.02,20:00,1.11784,1.11800,1.11732,1.11784,2374
2019.05.02,21:00,1.11785,1.11809,1.11724,1.11748,1873
2019.05.02,22:00,1.11753,1.11779,1.11724,1.11725,2299
2019.05.02,23:00,1.11725,1.11741,1.11707,1.11716,827
2019.05.03,00:00,1.11712,1.11739,1.11705,1.11718,588
2019.05.03,01:00,1.11721,1.11755,1.11720,1.11747,911
2019.05.03,02:00,1.11747,1.11757,1.11729,1.11730,785
2019.05.03,03:00,1.11730,1.11776,1.11705,1.11774,1076
2019.05.03,04:00,1.11774,1.11774,1.11705,1.11750,1414
2019.05.03,05:00,1.11749,1.11775,1.11734,1.11745,1442
2019.05.03,06:00,1.11745,1.11761,1.11727,1.11734,964
2019.05.03,07:00,1.11734,1.11749,1.11670,1.11685,1035
2019.05.03,08:00,1.11685,1.11733,1.11682,1.11715,1142
2019.05.03,09:00,1.11712,1.11717,1.11602,1.11616,2382
2019.05.03,10:00,1.11614,1.11692,1.11580,1.11681,3935
2019.05.03,11:00,1.11678,1.11680,1.11610,1.11652,2485
2019.05.03,12:00,1.11659,1.11663,1.11540,1.11542,2390
2019.05.03,13:00,1.11541,1.11598,1.11520,1.11526,2063
2019.05.03,14:00,1.11524,1.11534,1.11441,1.11522,2126
2019.05.03,15:00,1.11521,1.11645,1.11350,1.11600,7608
2019.05.03,16:00,1.11603,1.11708,1.11544,1.11661,5576
2019.05.03,17:00,1.11659,1.11946,1.11659,1.11870,7256
2019.05.03,18:00,1.11872,1.11998,1.11835,1.11880,6566
2019.05.03,19:00,1.11881,1.12007,1.11839,1.11956,3546
2019.05.03,20:00,1.11958,1.11975,1.11924,1.11927,2232
2019.05.03,21:00,1.11926,1.12003,1.11900,1.11937,2433
2019.05.03,22:00,1.11937,1.12022,1.11920,1.11995,2579
2019.05.03,23:00,1.11995,1.12048,1.11983,1.12026,1259
2019.05.06,00:00,1.11672,1.11872,1.11659,1.11794,1405
2019.05.06,01:00,1.11799,1.12003,1.11796,1.11942,2464
2019.05.06,02:00,1.11941,1.11988,1.11812,1.11847,2132
2019.05.06,03:00,1.11847,1.11880,1.11807,1.11852,3054
2019.05.06,04:00,1.11853,1.11946,1.11833,1.11920,2677
2019.05.06,05:00,1.11919,1.11919,1.11849,1.11891,1855
2019.05.06,06:00,1.11893,1.11937,1.11874,1.11937,2109
2019.05.06,07:00,1.11936,1.11958,1.11907,1.11910,1434
2019.05.06,08:00,1.11910,1.11932,1.11860,1.11914,1695
2019.05.06,09:00,1.11914,1.11948,1.11872,1.11894,2014
2019.05.06,10:00,1.11891,1.11938,1.11837,1.11875,3935
2019.05.06,11:00,1.11876,1.11925,1.11831,1.11840,1762
2019.05.06,12:00,1.11837,1.11954,1.11831,1.11936,2259
2019.05.06,13:00,1.11935,1.11986,1.11891,1.11978,2329
2019.05.06,14:00,1.11977,1.12036,1.11962,1.11984,2231
2019.05.06,15:00,1.11981,1.12034,1.11791,1.11835,3340
2019.05.06,16:00,1.11832,1.11935,1.11806,1.11916,3364
2019.05.06,17:00,1.11914,1.11969,1.11846,1.11966,3624
2019.05.06,18:00,1.11965,1.11982,1.11892,1.11966,3343
2019.05.06,19:00,1.11965,1.12068,1.11961,1.12029,2708
2019.05.06,20:00,1.12027,1.12092,1.12020,1.12040,2154
2019.05.06,21:00,1.12038,1.12065,1.12009,1.12035,1796
2019.05.06,22:00,1.12034,1.12060,1.12013,1.12014,1760
2019.05.06,23:00,1.12013,1.12022,1.11989,1.11989,1045
2019.05.07,00:00,1.11983,1.11988,1.11907,1.11944,1262
2019.05.07,01:00,1.11948,1.11993,1.11944,1.11983,658
2019.05.07,02:00,1.11982,1.12021,1.11982,1.12012,807
2019.05.07,03:00,1.12012,1.12032,1.11978,1.12000,1564
2019.05.07,04:00,1.11999,1.12050,1.11971,1.12046,1578
2019.05.07,05:00,1.12044,1.12055,1.12026,1.12053,1267
2019.05.07,06:00,1.12053,1.12077,1.12036,1.12072,1360
2019.05.07,07:00,1.12074,1.12143,1.12053,1.12135,2579
2019.05.07,08:00,1.12135,1.12161,1.12084,1.12144,1826
2019.05.07,09:00,1.12143,1.12178,1.12061,1.12092,4169
2019.05.07,10:00,1.12091,1.12164,1.11942,1.11956,4668
2019.05.07,11:00,1.11954,1.12016,1.11930,1.11964,2863
2019.05.07,12:00,1.11963,1.12044,1.11940,1.12039,2222
2019.05.07,13:00,1.12038,1.12062,1.11962,1.11974,2274
2019.05.07,14:00,1.11976,1.11988,1.11772,1.11829,2859
2019.05.07,15:00,1.11827,1.11914,1.11821,1.11834,2920
2019.05.07,16:00,1.11836,1.11872,1.11749,1.11858,3458
2019.05.07,17:00,1.11857,1.11930,1.11816,1.11878,4018
2019.05.07,18:00,1.11879,1.11913,1.11774,1.11779,3770
